user_id,magazine_id,review_rating
AGG2NB2RZZ42ZAKKZBEMTU35D53Q,B00006KPSH,5
AETTGDSJDM554ISAC6U5N3WIZQ6A,B01AAQYXD8,2
AFMO5FNLPZY3U3LOVLUVG3TCGAIQ,B002PXW0EY,5
AFERCDY2EFJKT7QUQ75GISNHTFOQ,B00006KPSH,4
AFERCDY2EFJKT7QUQ75GISNHTFOQ,B00XZF1JUM,4
AFERCDY2EFJKT7QUQ75GISNHTFOQ,B00006KP86,4
AFERCDY2EFJKT7QUQ75GISNHTFOQ,B00006K32H,5
AFERCDY2EFJKT7QUQ75GISNHTFOQ,B000FTJ7BE,5
AFERCDY2EFJKT7QUQ75GISNHTFOQ,B00006KPBF,5
AFERCDY2EFJKT7QUQ75GISNHTFOQ,B002MRSM8Q,5
AFERCDY2EFJKT7QUQ75GISNHTFOQ,B000063XJL,2
AFERCDY2EFJKT7QUQ75GISNHTFOQ,B00005N7T3,4
AFERCDY2EFJKT7QUQ75GISNHTFOQ,B0029XHGT4,3
AFERCDY2EFJKT7QUQ75GISNHTFOQ,B001THPA26,4
AFERCDY2EFJKT7QUQ75GISNHTFOQ,B000O1PKOG,3
AFERCDY2EFJKT7QUQ75GISNHTFOQ,B000XXDJ8E,3
AFERCDY2EFJKT7QUQ75GISNHTFOQ,B00006LIR1,4
AFERCDY2EFJKT7QUQ75GISNHTFOQ,B00005N7SC,4
AFERCDY2EFJKT7QUQ75GISNHTFOQ,B00005NIRE,4
AFERCDY2EFJKT7QUQ75GISNHTFOQ,B00006LE7S,3
AFERCDY2EFJKT7QUQ75GISNHTFOQ,B00005NIOP,4
AFERCDY2EFJKT7QUQ75GISNHTFOQ,B00006KT0K,4
AFERCDY2EFJKT7QUQ75GISNHTFOQ,B000069YWG,4
AFERCDY2EFJKT7QUQ75GISNHTFOQ,B00008GT1F,3
AFERCDY2EFJKT7QUQ75GISNHTFOQ,B000K7KJXQ,3
AFERCDY2EFJKT7QUQ75GISNHTFOQ,B00007AWME,4
AFERCDY2EFJKT7QUQ75GISNHTFOQ,B00005NIPH,3
AFERCDY2EFJKT7QUQ75GISNHTFOQ,B000UHI32U,4
AFERCDY2EFJKT7QUQ75GISNHTFOQ,B000UHI2LW,4
AFERCDY2EFJKT7QUQ75GISNHTFOQ,B00006F2SY,4
AFERCDY2EFJKT7QUQ75GISNHTFOQ,B00005N7P0,4
AFERCDY2EFJKT7QUQ75GISNHTFOQ,B00005R8BL,3
AFERCDY2EFJKT7QUQ75GISNHTFOQ,B00005N7SS,4
AFERCDY2EFJKT7QUQ75GISNHTFOQ,B00005N7XO,4
AFERCDY2EFJKT7QUQ75GISNHTFOQ,B000EQ4010,4
AFERCDY2EFJKT7QUQ75GISNHTFOQ,B00005N7QI,3
AFERCDY2EFJKT7QUQ75GISNHTFOQ,B00005N7OJ,3
AFERCDY2EFJKT7QUQ75GISNHTFOQ,B00006J9HV,3
AFERCDY2EFJKT7QUQ75GISNHTFOQ,B00005N7TL,3
AFERCDY2EFJKT7QUQ75GISNHTFOQ,B00005NIPO,4
AFERCDY2EFJKT7QUQ75GISNHTFOQ,B00005V3E8,3
AFERCDY2EFJKT7QUQ75GISNHTFOQ,B000EGCIW8,4
AFERCDY2EFJKT7QUQ75GISNHTFOQ,B00005N7NY,2
AFERCDY2EFJKT7QUQ75GISNHTFOQ,B00005N7UC,4
AFERCDY2EFJKT7QUQ75GISNHTFOQ,B00005N7PS,3
AFERCDY2EFJKT7QUQ75GISNHTFOQ,B00005NIOW,4
AFERCDY2EFJKT7QUQ75GISNHTFOQ,B00006GXD4,4
AFERCDY2EFJKT7QUQ75GISNHTFOQ,B00005NIRS,4
AFERCDY2EFJKT7QUQ75GISNHTFOQ,B00005NINU,4
AFERCDY2EFJKT7QUQ75GISNHTFOQ,B00005NIO2,4
AFERCDY2EFJKT7QUQ75GISNHTFOQ,B00005N7VN,4
AFERCDY2EFJKT7QUQ75GISNHTFOQ,B00005NIRG,3
AFERCDY2EFJKT7QUQ75GISNHTFOQ,B00005NINY,3
AFERCDY2EFJKT7QUQ75GISNHTFOQ,B0000C4CU9,4
AFERCDY2EFJKT7QUQ75GISNHTFOQ,B00005N7QD,5
AFERCDY2EFJKT7QUQ75GISNHTFOQ,B00005N7SK,5
AFERCDY2EFJKT7QUQ75GISNHTFOQ,B00005NIOH,5
AFERCDY2EFJKT7QUQ75GISNHTFOQ,B00005NIOC,3
AFERCDY2EFJKT7QUQ75GISNHTFOQ,B00005NIN0,3
AFERCDY2EFJKT7QUQ75GISNHTFOQ,B00008DP07,4
AFERCDY2EFJKT7QUQ75GISNHTFOQ,B00005NIR1,2
AFERCDY2EFJKT7QUQ75GISNHTFOQ,B00005NIPP,3
AFERCDY2EFJKT7QUQ75GISNHTFOQ,B00005NIN8,5
AFERCDY2EFJKT7QUQ75GISNHTFOQ,B00005N7R0,4
AHCNKBCBGA3MBKR3IDYEGW6ZXBBQ,B002PXW13Y,5
AHCNKBCBGA3MBKR3IDYEGW6ZXBBQ,B002PXVZKE,3
AGGJ6SHNO3HLK5JODWEITQQJETKQ,B00005R8BH,5
AGGJ6SHNO3HLK5JODWEITQQJETKQ,B00008IHFC,5
AHKQCLSBQZZFKXMICWCL5RAXPJMA,B002PXVYQY,5
AHPXDXGUHYKWYX6KIKCH2IB4DFUQ,B001U5SPME,5
AGJFPQJ5UH5BQEQGL6GKURTN6XZA,B003N3QRF8,5
AEYXC43NC7JOUQ7BE3GXC3GVDA5A,B002PXVYB4,5
AGSFGWKZ4JADOV2GO4DLCOBWAHBQ,B001THPA58,5
AGNFCXSJSYDHFRF4ZKIEDV3GVZFA,B002XPVNOC,5
AEPDCH7PA3NCPRFIQHMTMSHB6ACA,B00006KNXP,5
AGRAOCJONTYGH225RFXEYYRJXPDA,B01N702LLM,5
AHYOLM6ON6SWZUSPCYROBCRPAGZA,B003N3QRFI,3
AEXCBVLSGIQSEK3UIPLMFEVN6LSQ,B0058EONOM,5
AGSXRFM7UTPHNPDUHSRIFSXLYPHQ,B000FTJ7BE,5
AHASA7BCDFZESMNACODEJ2R3ZLOA,B015GHGCSA,5
AHNQS77OY2P2K353P7VOFG6W2BXA,B001U5SPIS,2
AHNQS77OY2P2K353P7VOFG6W2BXA,B01M1OBFVN,4
AFAR7QJKL73Z6OYJ7343HUIDZOEA,B07DRWHT3P,5
AHPOHKN4PU4W3V5PGFL7AGTAD2AA,B00F418D36,5
AHPOHKN4PU4W3V5PGFL7AGTAD2AA,B00JDTEG9A,5
AHQ6IMGDXCSNDOGTPOMKKWMV74HQ,B00B8C8SWQ,5
AHQ6IMGDXCSNDOGTPOMKKWMV74HQ,B00008KFZF,5
AEVMMH3CC3WDT3X7NWQBDNPB73UA,B004GVZUUY,5
AHXZZRPP65AP7ACEAMVC75A4JNAQ,B002PXW13Y,4
AFFCQNWCHXTY7BANIWXLP5C2BKPA,B005PRCK7O,2
AH4UNA3HYDPXDLP7OETQQOQQDWYA,B0029XHGSK,5
AHY2D6IXQLDYWPW2GPTS5RMCSGBA,B0000AFQRG,5
AE2CJPQPEGCIDJKZZRYDSVRV46SA,B00009VPDT,4
AFOIBDPU4QUZS2L5QEOXA7HRRXKA,B000063XJL,5
AFHPJTBQYQHQXIFBAODXDAIGCGMQ,B002PXVYU0,5
AE4RHEIVRSRRA7BUF7WP3CTKSJSQ,B002PXVYEQ,5
AHW4LOVWIR4WOR7DN5IPIV5PCSEA,B000063XJL,5
AF4GF2FH5BAIIRUMVFTAFNVTNI3A,B00HG1BP0A,4
AEKMLZCPTS7TBH7GYZXCKA7ZK6BQ,B001TP73UA,5
AFFRD2C6P27MKZZBDIBGVMGQK3UA,B00AYI9YXC,5
AFFRD2C6P27MKZZBDIBGVMGQK3UA,B001THPA4Y,5
AGEK7CO557BUVLGDZSWK5PR57FYA,B002PXVYSC,5
AGEK7CO557BUVLGDZSWK5PR57FYA,B001THPA3K,5
AEH6DBAT44UEB4RFU7YZYYKKF5HQ,B00005NIOH,1
AFRUD3CIGC72MATAOCKOCXUJNRYQ,B002PXW24C,1
AG5FGCIM6PBJX3JNDRKQMITZTIMA,B001THPA3U,5
AGTW6ZGPUAORQ7X6CNBP6PJW7OTA,B00007B9E3,4
AFFFVUA7JPDUWCPP2EUVIWCHGNIQ,B00006KVLZ,5
AFFFVUA7JPDUWCPP2EUVIWCHGNIQ,B002PXVZP4,5
AFEDEBP63M2MH22DA3422UDGDCZQ,B002PXVYQY,5
AFEDEBP63M2MH22DA3422UDGDCZQ,B002PXVYEQ,5
AHMG3ALUBE3FEBHODTBHP5J24YDA,B00006KPDP,5
AFD5WCTWVBWEQGBGKVZOMXQIROWA,B002PXVYUU,5
AGOHVW36I4ZG6B7WUO54NYW54CMQ,B07DRWHT3P,5
AGOHVW36I4ZG6B7WUO54NYW54CMQ,B002PXW04Y,5
AH7UKE3JVRDLDME7ZEDCPVF7QS5Q,B000063XJL,1
AFJG3NUK732IZEI7IQJLEWEEBGBA,B00005NIOH,5
AFYPV3CYOWYYNPDX7VVQR35BOBAA,B004GVZUUY,5
AF4Y6EJFZUKH2VM3MT4ANIKYIIKA,B07BZB64FG,5
AF6GXOIPGAG5GN2QS3RGQDZR7ADQ,B01IA73GWS,5
AEN35Z7JGYCSOJI6HOFKKUTL5SKA,B00006FXOO,1
AEN35Z7JGYCSOJI6HOFKKUTL5SKA,B00007AVQZ,2
AHIR2TJN7GNFMFMT334SQFDFV6VA,B00D8GWHXG,3
AHJYOD56GVUHGUW6NV4US7JR6NDA,B07QRN3Y9V,3
AEWOXXP4EAMGOHI4C74EXBFD2QNA,B002PXW148,5
AHEZKYETH4DLYBFQNVQ6VFDGJGGQ,B000A177ZA,5
AHEZKYETH4DLYBFQNVQ6VFDGJGGQ,B0029XHGT4,5
AGBSX3LOMIYINVJ62FHMI5PEMG6Q,B00005N7T9,4
AG5VBCXQND3AWHLMO6Y3AZ5G7SRA,B00HG1BOSS,1
AGVPQBKOES5MMAMYSWSFZZRIZEJA,B01FV50Y18,5
AGLVEAUZVEJRP5RAYPUE5EXKVL6A,B00HG1BOZG,4
AFJUCBEAC7M7SRVUROM6777HTXMA,B002ANPG4U,1
AECI7CGYXRR2GH6IWC7AFJBMTVJQ,B00007B224,3
AEODO3TTAFLGBYU6H2OOI3S3ZVKQ,B00496IJ9A,5
AEODO3TTAFLGBYU6H2OOI3S3ZVKQ,B00005N7SL,5
AGWDYYVVWM3DC3CASUZKXK67G6IA,B002PXVZW2,4
AGWDYYVVWM3DC3CASUZKXK67G6IA,B00O9K26IQ,5
AGWDYYVVWM3DC3CASUZKXK67G6IA,B00005QDWH,5
AGWDYYVVWM3DC3CASUZKXK67G6IA,B00006KFT2,4
AGWDYYVVWM3DC3CASUZKXK67G6IA,B00CY40K3M,5
AGWDYYVVWM3DC3CASUZKXK67G6IA,B00005N7U1,4
AGWDYYVVWM3DC3CASUZKXK67G6IA,B000FTJ7JQ,5
AGWDYYVVWM3DC3CASUZKXK67G6IA,B00005N7SL,5
AGWDYYVVWM3DC3CASUZKXK67G6IA,B00005NIRE,5
AGWDYYVVWM3DC3CASUZKXK67G6IA,B00006KYZ9,5
AGWDYYVVWM3DC3CASUZKXK67G6IA,B00006KWIC,5
AGWDYYVVWM3DC3CASUZKXK67G6IA,B00005NINY,5
AGWDYYVVWM3DC3CASUZKXK67G6IA,B00005N7TM,5
AGWDYYVVWM3DC3CASUZKXK67G6IA,B00005N7RD,5
AGWDYYVVWM3DC3CASUZKXK67G6IA,B00005N7QG,5
AGWDYYVVWM3DC3CASUZKXK67G6IA,B00005N7OV,5
AGWDYYVVWM3DC3CASUZKXK67G6IA,B00005NIOW,5
AGWDYYVVWM3DC3CASUZKXK67G6IA,B00005NIOA,5
AGR7DRERPBV2JUK6DK6BIMUXCWUA,B000VI4N36,5
AFV22KPPUP7BSPTANT6C5LLDGTPA,B094P9JTML,5
AHJENSQGXLUZX2T5F47JCSJ7QY5Q,B0058K4RA6,5
AGCO5AU5AVDFJKKVVX2TAYMDDP3Q,B002PXW0M6,1
AHQSQIYCKORL2GSXFYBAITTPMCOQ,B002PXW1IE,5
AHQSQIYCKORL2GSXFYBAITTPMCOQ,B07QMB5L67,5
AHQSQIYCKORL2GSXFYBAITTPMCOQ,B0061SHL16,5
AGBIOOEPWR7VNGVCMWTKLNTFWFBQ,B072ZLXZXX,1
AEY7KTVUE2J7IKGZLRTFU36EASXQ,B07QRN3Y9V,4
AH5L5W3MIS6BWFWAGJB37HHCKGWQ,B002PXVYO6,5
AEBVAQQB36PC2PJX32PWGVQ2N67A,B0089FUF6W,5
AEBVAQQB36PC2PJX32PWGVQ2N67A,B01N35UMQV,5
AFII632QNIDFWDVOOJEXCP26CNKQ,B001THPA3A,5
AFEKJ4FQZO7BWJLE4XZ2C2XOAV5A,B002CT515Q,5
AFVZX7HUMKY5VJOEKHMM4HFQTDGQ,B003I7HS5M,5
AEA45B3KT25O2RMY76VRW2D67AXA,B00Y05PFX8,4
AEJ2AEBOKQITAQIDFI5PT3KPW4FQ,B002PXVYQY,5
AEZIW242EBVLBV24LA7FKYVN7YUQ,B0032KHQTS,5
AHQT3NDKZRAPY4M5E75VPDQ7PLIQ,B0089FUF6W,5
AGJKA4YKQ4ZNHQZDL5X4QIMNV4VA,B0089FUF6W,5
AHTLG4HMRAKA2PV64QS2LL2RSOHA,B01BJ902IU,4
AHTLG4HMRAKA2PV64QS2LL2RSOHA,B08ZW2GHD1,4
AHTLG4HMRAKA2PV64QS2LL2RSOHA,B00005NIOH,4
AHTLG4HMRAKA2PV64QS2LL2RSOHA,B00Y05PFX8,4
AG3BMKRMGDRTL3J35BY3T6KRF7WQ,B001THPA4Y,5
AE46NJ5H3EJIEHPS3CMZSHQISACA,B00Y05PFX8,5
AFCVDZA4URAZMKA7CN2BJYKZ5XBQ,B002PXVYEQ,5
AGSJHYSKRI7JCE67R44XPVXEWLZA,B00007AXQ2,5
AFCZVOTXXESIUKWAS76MB6UOUGXQ,B002PXW1IE,3
AFYX5DXWJ5STZHJMEDIEPMOCQLPA,B0089FUF6W,5
AFYX5DXWJ5STZHJMEDIEPMOCQLPA,B002PXVYQY,5
AFYX5DXWJ5STZHJMEDIEPMOCQLPA,B0037STB02,5
AFYX5DXWJ5STZHJMEDIEPMOCQLPA,B01LZ307TD,5
AG4VSC4PHMS5O6BSOPXURF22CPFA,B06X18NG77,5
AGQXYVHTWNWEEIE52BZGWUBBJVNQ,B003I7HS4I,5
AGQXYVHTWNWEEIE52BZGWUBBJVNQ,B001THPA30,5
AGQXYVHTWNWEEIE52BZGWUBBJVNQ,B00005N7T3,5
AFLAWX6G66PLCE4OTJ6M3OSKW47A,B015HSVUK8,5
AHBDCC6PPJ6TDXHQOYIHKDNS3VHQ,B0046Z4NEE,4
AHBDCC6PPJ6TDXHQOYIHKDNS3VHQ,B002FCNHN8,4
AHBDCC6PPJ6TDXHQOYIHKDNS3VHQ,B00007AVYI,3
AECW54ZMQEQZ5CQHUEZWHBKTG6EQ,B001U5SPJW,5
AF3UYNHYZ7EPPTNK3AVUGX3WFKEA,B00005NIRE,5
AHKIQTLDB524S4LYFLBHV3ASHQ4A,B000EGCIW8,4
AHKIQTLDB524S4LYFLBHV3ASHQ4A,B00008RUJP,5
AHKIQTLDB524S4LYFLBHV3ASHQ4A,B0029XHGSK,5
AH3QZAPNPJNFICMAGBMRT7MWP6OQ,B000063XJL,5
AH3QZAPNPJNFICMAGBMRT7MWP6OQ,B01HVTD9QE,5
AH3QZAPNPJNFICMAGBMRT7MWP6OQ,B01FV4YCNA,5
AEP42AJQLNVHOROH4BWTGNP3IQQQ,B000H1R1QI,5
AGLK6YTRRECA6VHDRKGZ4A3G6TFQ,B00005N7SC,4
AGLK6YTRRECA6VHDRKGZ4A3G6TFQ,B00007AZWJ,5
AGLK6YTRRECA6VHDRKGZ4A3G6TFQ,B00006K1TL,2
AHJTUSL7TSP3UI2YI67YQAYE6UZQ,B002VB3X96,4
AHJTUSL7TSP3UI2YI67YQAYE6UZQ,B0089FUF6W,5
AHJNM2ZAAY4ZDB4TLXYTGNJQTIUQ,B00005NIOA,5
AERS7Y7NLENBH3MWIUI4L4MDDKHQ,B06XPPNZPX,2
AH657HWZYYGPQOSBUYGCB2AZW4LQ,B00PE3SNLG,1
AGP3UAVLQVNA2C7KSDATDL3VZ2FA,B002PXVYEQ,5
AEKPJAGBAS2ZYMVBSRW4XYEQI7IA,B002PXW1IE,2
AEXFRBK44A6TGMENEP52A6FCLAGQ,B002PXVYGO,4
AERTHWASWTJC7ZOT7X6YDM5KI3ZA,B002PXW14S,5
AERTHWASWTJC7ZOT7X6YDM5KI3ZA,B002PXW04Y,5
AERTHWASWTJC7ZOT7X6YDM5KI3ZA,B007Q1M38I,5
AEQIVU6BF23G3ELOJDCE55WMERUA,B00M9NU5BU,5
AGKW5PGYC4QATMYFN4IRRHEV3EAQ,B0089FUF6W,5
AGKW5PGYC4QATMYFN4IRRHEV3EAQ,B002VB3X96,5
AFLMDRW4SMIKIB2WJ3DVS55P2SBA,B00NXV5IL4,5
AFLMDRW4SMIKIB2WJ3DVS55P2SBA,B00JYEK0Q2,5
AFJ7M57S7SDKN5OLZGMEP4VD6CTA,B0160CORYG,5
AFFPNISXOBDFRRUOICTTZQLK3WAA,B0037STB02,5
AGSDQQCNCNVHSRHKOR236AG66ZSA,B002PXVYBE,2
AGSDQQCNCNVHSRHKOR236AG66ZSA,B001THPA3K,2
AGSDQQCNCNVHSRHKOR236AG66ZSA,B0000AWD92,5
AGSDQQCNCNVHSRHKOR236AG66ZSA,B00005NIOC,5
AGQ6ZYEXA3LPDQH5VNZFK3C45BLA,B00005NIOH,5
AGQ6ZYEXA3LPDQH5VNZFK3C45BLA,B00005N7PH,4
AFFCHT24KMIDP3C34C3LQX732TZQ,B0061SHL02,5
AEL372W7LXNKUVQLOGE4QTKONNGA,B001UJE7J0,5
AEL372W7LXNKUVQLOGE4QTKONNGA,B002PXVZW2,5
AERTIQWBB3LUARR6ISEJKX3BKRYQ,B004GVZUUY,1
AHT72TZIAZFWJFV4XPMQIQGS72HA,B002PXVYEQ,5
AE4SRJ4IVDWUWGZF7BZ4MXH7WKUA,B01H6WOLPY,5
AFCVEJEJDI4W4UKUQKX2VA2BNLNA,B001THPA3K,1
AHYIB22EKW4FIKWWUQ3QIFY3UKCA,B002CT515Q,4
AE5DKX6S7IETZBJZB6XSNNSSWKLA,B002PXW0XK,5
AG5Q5U7HJGIEEVC3RBZZLNAAJQ7Q,B002PXW1IE,4
AG5Q5U7HJGIEEVC3RBZZLNAAJQ7Q,B01HDAJ8JI,5
AG5Q5U7HJGIEEVC3RBZZLNAAJQ7Q,B004GVZUUY,5
AHIU4AGKFODM25JDHN6GGMMN7GAQ,B01LY3VKMY,5
AHIU4AGKFODM25JDHN6GGMMN7GAQ,B06XQ87WMZ,5
AE3X3OR52JVXEIQUXWVUP5XC5HYQ,B002V0CJL0,5
AFLI6Z2DXZXVDH3QMQ2URWZRKERQ,B01N35UMQV,5
AFLI6Z2DXZXVDH3QMQ2URWZRKERQ,B004GVZUTU,5
AHJOI2JU7WF3FCUBPNPEDJLMFHCQ,B002CT515Q,5
AHJOI2JU7WF3FCUBPNPEDJLMFHCQ,B001THPA26,5
AF3JWAOD7HXW3HZ7URFXWUWJTHMQ,B002PXVZW2,5
AHQY4HJIBK3LLXZYYIMT4HLQ7ARA,B002PXVYQY,5
AFZFJFRHAKQJQJBLFWII5M33JFEA,B001THPA4Y,3
AFWEHJHYWJGLIFVGZCBBUCAX4HWA,B00VATZI2K,5
AFWEHJHYWJGLIFVGZCBBUCAX4HWA,B004GVZUUY,5
AFWEHJHYWJGLIFVGZCBBUCAX4HWA,B0089FUF6W,5
AFWEHJHYWJGLIFVGZCBBUCAX4HWA,B001THPA1C,5
AFWEHJHYWJGLIFVGZCBBUCAX4HWA,B001THPA1W,5
AFWEHJHYWJGLIFVGZCBBUCAX4HWA,B002PXW0QW,5
AFWEHJHYWJGLIFVGZCBBUCAX4HWA,B002V0CJL0,5
AHQUEMWWXREX7JYB22X3J3EXNLOQ,B00006FXOT,5
AHJH3YNJH7SSQZBZROV24G2STWNA,B01N819UDU,5
AHW7ETGBKGX6DCG2LBAG5YAXU46A,B00005NIPH,5
AHW7ETGBKGX6DCG2LBAG5YAXU46A,B001U5SPME,5
AHW7ETGBKGX6DCG2LBAG5YAXU46A,B003N3QRF8,5
AE7GVDNRY5NABEP253Y3GMDUZOZA,B00005N7QL,5
AGLJ7WI2HQJW55B7B7ON7JNSF5YA,B00007AZRH,5
AGLJ7WI2HQJW55B7B7ON7JNSF5YA,B00AHKJ9IM,5
AFSC75L7RYKR2H5COG2WZFCBNOYQ,B002PXVYVE,1
AFXSPKOOTZMJ3Q7BMTFWEQW65KYQ,B002PXW0EO,4
AEVQZEIMZMNZMWDZ4EPVX5RHVIOQ,B00007AZWJ,5
AGIXIGZQR7HWDIX2RIYJ4GZBTTUA,B0061SHL02,1
AEBJWIV7Q72Y2NS2MKOMZS4CP5UQ,B001THPA1W,5
AHZ7S3VOS62DCZNBINYBF4JIPYQQ,B01N3JU76W,5
AHFAVTVOL2KUU4PRARH7ZJQOR75Q,B00006K99Y,5
AHFAVTVOL2KUU4PRARH7ZJQOR75Q,B00006KR0U,5
AHFAVTVOL2KUU4PRARH7ZJQOR75Q,B00006FXOV,5
AHFAVTVOL2KUU4PRARH7ZJQOR75Q,B00006FXOT,5
AHFAVTVOL2KUU4PRARH7ZJQOR75Q,B00006FXOP,5
AENH6LSB6BM7XLPEYUL43WBOD6JA,B06XWB4X41,4
AGHYTSSR4JMXZJAMIZIOY4I7DXJQ,B00005N7SC,5
AFJV56YJXY6IAPCWXKXPMGFN474Q,B004GVZUUY,5
AEL2XLBPEGBHY57DDTTAJA2AJLKQ,B01M11AY5C,5
AEL2XLBPEGBHY57DDTTAJA2AJLKQ,B002PXW1IE,5
AEL2XLBPEGBHY57DDTTAJA2AJLKQ,B01MSDMR9T,5
AEUG4KOBTGKRPATANZKRYBXKCN3A,B00079RO7G,5
AETZZID3GJSUMQL45WVR5OMS6YMA,B00005QJE7,5
AECOV6ON6UN4ZSMBDP2Y6WOXIHXQ,B00HG1BP0A,5
AEPUTKX6FQJK7NLQB3XALHMMX2DA,B0037STB02,1
AHTC3Q3MYWI4LEURDP5CJFPLKZCQ,B0061SHL16,5
AGLNPHIJ2WH4AGTOXQWP7HTSLGFQ,B01MSDMR9T,5
AFWF45RVQMTBSYA3MKA3R7K365FQ,B00005N7QN,4
AFWF45RVQMTBSYA3MKA3R7K365FQ,B00005N7TG,4
AHMG2LF7U36E23YTI7CKB3VB2PGQ,B00006FXOQ,4
AE3GXD2TDMPZ624VT6JGWAOUCDJA,B003N3QRF8,5
AHLDC47KAOHAVV5F6TXK7YN65BTQ,B0023EW6FS,5
AEJ536CDTLQ2XRJT6VL4E4Z52PPA,B001LJGVM0,4
AEJ536CDTLQ2XRJT6VL4E4Z52PPA,B000UTYHS2,5
AEJ536CDTLQ2XRJT6VL4E4Z52PPA,B00005NIPX,4
AHGONLBPMXIJRW3JUB6HO4UVPP6Q,B00006KSSX,4
AEVU3GLOKKZNOPWSXVG33JEACOMQ,B00006KW35,3
AFELGEUDZCACFZJ32B7NTLRQ4DDA,B00008WETF,5
AHLLSVTTSQ4BELN5KCOUTXUIYHHA,B0047VIAFU,5
AEIP36KSGSGGTDSGYZ3INAWL33TA,B0039L2QLS,1
AHA54G7H4AF5VEQ5N7PPBW4AREZA,B003N3QRF8,1
AHWIXTNOWFBBNF4XATSHQ4RWJ26A,B00PRAHIJO,5
AETRWZ7ZBC7K37AJQNQY5KG3RI4Q,B01MXO1W39,3
AEQ4BCIGVRURGA44DXWDJQW4O5CQ,B001THPA1C,4
AEQ4BCIGVRURGA44DXWDJQW4O5CQ,B001THPA58,3
AEQ4BCIGVRURGA44DXWDJQW4O5CQ,B002PXW0EO,5
AEQ4BCIGVRURGA44DXWDJQW4O5CQ,B001THPA3U,5
AEQ4BCIGVRURGA44DXWDJQW4O5CQ,B002V0CJL0,4
AEQ4BCIGVRURGA44DXWDJQW4O5CQ,B0061SHKVW,1
